,GRDC_6335117,GRDC_6335125,GRDC_6342660,GRDC_6342670,GRDC_6342675
2018-11-27,0.12,0.34,0.51,0.4,0.18
2018-11-28,0.12,0.34,0.51,0.41,0.17
2018-11-29,0.13,0.32,0.44,0.36,0.14
2018-11-30,0.13,0.33,0.44,0.3,0.1
2018-12-01,0.13,0.35,0.49,0.32,0.14
2018-12-02,0.15,0.43,0.63,0.39,0.23
2018-12-03,1.02,1.2,0.81,0.5,0.47
2018-12-04,1.79,1.88,0.95,0.69,0.49
2018-12-05,0.49,1.26,0.73,0.63,0.32
2018-12-06,0.35,0.88,0.61,0.49,0.17
2018-12-07,0.28,0.72,0.61,0.42,0.13
2018-12-08,0.32,0.9,0.53,0.36,0.12
2018-12-09,0.82,2.75,0.54,0.39,0.12
2018-12-10,0.59,3.65,0.62,0.44,0.25
2018-12-11,0.41,2.27,0.78,0.52,0.22
2018-12-12,0.33,1.62,0.71,0.48,0.15
2018-12-13,0.27,1.27,0.58,0.42,0.15
2018-12-14,0.24,1.04,0.55,0.4,0.13
2018-12-15,0.21,0.87,0.52,0.34,0.09
2018-12-16,0.2,0.79,0.5,0.32,0.14
2018-12-17,0.22,0.73,0.47,0.33,0.1
2018-12-18,0.21,0.75,0.47,0.32,0.09
2018-12-19,0.2,0.7,0.46,0.32,0.1
2018-12-20,0.2,0.78,0.47,0.33,0.11
2018-12-21,0.3,1.58,0.51,0.36,0.11
2018-12-22,0.49,4.5,0.61,0.52,0.29
2018-12-23,0.5,5.41,0.98,0.96,0.65
2018-12-24,0.88,15.71,3.04,2.11,2.1
2018-12-25,0.64,7.72,2.07,2.44,1.19
2018-12-26,0.45,4.66,1.12,1.08,0.52
2018-12-27,0.37,3.43,0.88,0.75,0.34
2018-12-28,0.31,2.75,0.71,0.6,0.25
2018-12-29,0.27,2.25,0.66,0.52,0.2
2018-12-30,0.26,1.92,0.66,0.5,0.19
2018-12-31,0.25,1.69,0.74,0.53,0.28
2019-01-01,0.24,1.5,1.26,0.6,0.49
2019-01-02,0.24,1.56,1.13,0.7,0.43
2019-01-03,0.21,1.34,1.04,0.66,0.32
2019-01-04,0.2,1.23,0.89,0.55,0.24
2019-01-05,0.22,1.23,0.81,0.55,0.21
2019-01-06,0.25,1.92,0.94,0.63,0.5
2019-01-07,0.22,1.8,2.18,1.52,1.44
2019-01-08,0.26,1.86,2.83,2.24,1.5
2019-01-09,0.33,2.45,4.63,3.26,2.36
2019-01-10,0.34,2.1,2.4,2.92,1.09
2019-01-11,0.31,1.77,1.57,1.44,0.57
2019-01-12,0.33,1.62,1.45,1.03,0.6
2019-01-13,0.58,5.25,3.55,1.5,1.52
2019-01-14,0.84,16.97,9.97,4.21,5.61
2019-01-15,0.68,8.93,6.33,4.73,4.11
2019-01-16,0.54,5.6,2.74,4.83,1.57
2019-01-17,0.5,4.47,1.99,4.06,0.97
2019-01-18,0.48,3.94,1.8,1.31,0.99
2019-01-19,0.39,3.24,1.5,1.09,0.68
2019-01-20,0.34,2.83,1.41,0.81,0.48
2019-01-21,0.31,2.49,1.09,0.68,0.36
2019-01-22,0.34,2.2,1.03,0.58,0.31
2019-01-23,0.29,2.02,1.0,0.56,0.28
2019-01-24,0.25,1.82,0.94,0.52,0.25
2019-01-25,0.23,1.61,0.82,0.49,0.22
2019-01-26,0.23,1.49,0.87,0.48,0.19
2019-01-27,0.29,1.61,0.88,0.48,0.24
2019-01-28,0.41,2.17,0.88,0.52,0.27
2019-01-29,0.44,1.95,0.86,0.52,0.27
2019-01-30,0.38,1.76,0.81,0.49,0.25
2019-01-31,0.35,1.62,0.81,0.46,0.2
2019-02-01,0.33,1.79,0.77,0.44,0.18
2019-02-02,0.38,2.33,0.83,0.48,0.27
2019-02-03,0.5,2.29,1.05,0.71,0.52
2019-02-04,0.47,2.11,0.99,0.68,0.36
2019-02-05,0.43,1.98,0.91,0.57,0.3
2019-02-06,0.4,1.85,0.86,0.53,0.24
2019-02-07,0.39,1.85,0.87,0.49,0.23
2019-02-08,0.4,1.96,0.94,0.51,0.26
2019-02-09,0.57,2.22,1.23,0.57,0.35
2019-02-10,1.23,3.23,2.12,0.75,0.66
2019-02-11,2.31,4.63,4.3,1.66,1.85
2019-02-12,1.23,3.78,3.64,2.6,1.79
2019-02-13,0.82,3.2,2.25,1.66,1.13
2019-02-14,0.66,2.81,1.97,1.23,0.91
2019-02-15,0.56,2.55,1.8,0.95,0.77
2019-02-16,0.5,2.36,1.74,0.81,0.71
2019-02-17,0.45,2.27,1.68,0.83,0.66
2019-02-18,0.42,2.23,1.61,0.98,0.64
2019-02-19,0.39,2.18,1.45,0.81,0.61
2019-02-20,0.36,2.09,1.5,0.82,0.73
2019-02-21,0.34,2.0,1.59,1.03,0.92
2019-02-22,0.33,1.96,1.73,1.27,1.52
2019-02-23,0.3,1.92,1.76,1.63,1.46
2019-02-24,0.29,1.78,1.31,0.98,0.87
2019-02-25,0.28,1.65,1.08,0.73,0.68
2019-02-26,0.27,1.6,0.95,0.64,0.63
2019-02-27,0.26,1.58,0.98,0.63,0.6
2019-02-28,0.26,1.53,0.98,0.59,0.56
2019-03-01,0.27,2.81,0.97,0.62,0.62
2019-03-02,0.26,3.05,1.22,0.7,0.68
2019-03-03,0.25,2.46,1.17,0.65,0.57
2019-03-04,0.28,2.5,1.0,0.57,0.52
2019-03-05,0.35,3.23,0.97,0.53,0.49
2019-03-06,0.35,3.13,0.93,0.49,0.67
2019-03-07,0.32,2.92,1.0,0.51,0.72
2019-03-08,0.38,2.82,0.96,0.47,0.68
2019-03-09,0.35,2.55,0.84,0.45,0.65
2019-03-10,0.44,4.36,0.93,0.5,0.85
2019-03-11,0.49,4.93,1.21,0.76,0.81
2019-03-12,0.41,4.12,1.14,0.69,0.84
2019-03-13,0.4,4.06,1.07,0.55,0.76
2019-03-14,0.56,5.42,0.95,0.52,0.74
2019-03-15,1.15,14.89,1.14,0.61,1.03
2019-03-16,0.99,16.7,2.15,1.86,1.6
2019-03-17,0.8,10.29,1.68,1.35,1.0
2019-03-18,0.75,7.55,1.31,0.9,0.83
2019-03-19,0.59,5.68,1.09,0.74,0.88
2019-03-20,0.5,4.65,0.99,0.6,0.8
2019-03-21,0.45,3.95,0.91,0.57,0.76
2019-03-22,0.41,3.4,0.88,0.57,0.73
2019-03-23,0.38,3.01,0.86,0.5,0.7
2019-03-24,0.35,2.73,0.81,0.48,0.67
2019-03-25,0.34,2.5,0.8,0.48,0.66
2019-03-26,0.35,2.31,0.79,0.46,0.67
2019-03-27,0.31,2.05,0.77,0.47,0.68
2019-03-28,0.3,1.86,0.74,0.45,0.66
2019-03-29,0.29,1.71,0.72,0.41,0.65
2019-03-30,0.28,1.59,0.72,0.4,0.62
2019-03-31,0.27,1.48,0.7,0.38,0.62
2019-04-01,0.26,1.4,0.69,0.39,0.64
2019-04-02,0.27,1.33,0.69,0.38,0.61
2019-04-03,0.28,1.44,0.68,0.37,0.59
2019-04-04,0.39,1.74,0.67,0.34,0.59
2019-04-05,0.4,1.55,0.65,0.35,0.59
2019-04-06,0.33,1.38,0.64,0.33,0.59
2019-04-07,0.29,1.34,0.64,0.33,0.59
2019-04-08,0.27,2.4,0.62,0.33,0.59
2019-04-09,0.26,2.04,0.65,0.34,0.62
2019-04-10,0.26,2.32,0.62,0.34,0.59
2019-04-11,0.24,2.45,0.61,0.32,0.58
2019-04-12,0.23,2.12,0.65,0.3,0.59
2019-04-13,0.23,1.91,0.59,0.3,0.59
2019-04-14,0.23,1.81,0.59,0.3,0.59
2019-04-15,0.22,1.65,0.57,0.31,0.59
2019-04-16,0.21,1.49,0.56,0.32,0.59
2019-04-17,0.25,1.41,0.56,0.27,0.59
2019-04-18,0.23,1.29,0.56,0.28,0.58
2019-04-19,0.21,1.18,0.54,0.29,0.56
2019-04-20,0.19,1.1,0.53,0.28,0.56
2019-04-21,0.18,1.04,0.54,0.26,0.57
2019-04-22,0.19,0.98,0.53,0.25,0.57
2019-04-23,0.19,0.95,0.53,0.27,0.56
2019-04-24,0.19,0.91,0.57,0.27,0.55
2019-04-25,0.2,0.85,0.54,0.26,0.56
2019-04-26,0.19,1.0,0.52,0.28,0.58
2019-04-27,0.2,0.91,0.57,0.34,0.57
2019-04-28,0.23,1.07,0.57,0.33,0.64
2019-04-29,0.19,0.87,0.55,0.34,0.63
2019-04-30,0.17,0.8,0.65,0.36,0.62
2019-05-01,0.15,0.76,0.59,0.34,0.65
2019-05-02,0.15,0.73,0.57,0.31,0.61
2019-05-03,0.15,1.0,0.59,0.31,0.61
2019-05-04,0.16,1.08,0.58,0.32,0.7
2019-05-05,0.17,1.17,0.56,0.34,0.65
2019-05-06,0.15,0.97,0.54,0.27,0.58
2019-05-07,0.15,0.87,0.6,0.29,0.57
2019-05-08,0.15,1.02,0.55,0.24,0.57
2019-05-09,0.27,1.85,0.54,0.27,0.57
2019-05-10,0.36,2.19,0.54,0.3,0.58
2019-05-11,1.19,1.94,0.59,0.31,0.63
2019-05-12,1.14,2.39,0.69,0.38,0.78
2019-05-13,0.56,1.86,0.74,0.41,0.72
2019-05-14,0.39,1.61,0.62,0.37,0.6
2019-05-15,0.31,1.44,0.55,0.27,0.55
2019-05-16,0.27,1.32,0.56,0.27,0.55
2019-05-17,0.25,1.22,0.56,0.28,0.55
2019-05-18,0.24,1.23,0.54,0.27,0.56
2019-05-19,0.23,1.25,0.54,0.27,0.55
2019-05-20,0.2,2.84,0.68,0.36,0.64
2019-05-21,0.74,10.29,4.51,1.33,1.65
2019-05-22,1.19,9.03,5.24,2.2,1.22
2019-05-23,0.59,5.39,2.25,1.48,0.82
2019-05-24,0.42,3.9,1.22,0.75,0.66
2019-05-25,0.33,3.09,0.96,0.56,0.54
2019-05-26,0.27,2.67,0.8,0.47,0.45
2019-05-27,0.25,2.2,0.7,0.44,0.43
2019-05-28,0.25,2.11,0.95,0.5,0.63
2019-05-29,0.21,1.95,1.07,0.68,0.66
2019-05-30,0.2,1.62,0.84,0.53,0.51
2019-05-31,0.18,1.43,0.69,0.43,0.46
2019-06-01,0.16,1.31,0.65,0.39,0.39
2019-06-02,0.16,1.2,0.6,0.36,0.39
2019-06-03,0.16,1.11,0.54,0.35,0.39
2019-06-04,0.2,1.05,0.51,0.29,0.37
2019-06-05,0.18,0.97,0.49,0.25,0.36
2019-06-06,0.28,0.92,0.47,0.27,0.35
2019-06-07,0.2,0.9,0.46,0.21,0.32
2019-06-08,0.19,0.84,0.43,0.2,0.32
2019-06-09,0.14,0.77,0.42,0.2,0.32
2019-06-10,0.14,0.84,0.47,0.21,0.31
2019-06-11,0.18,2.34,0.53,0.22,0.36
2019-06-12,0.19,1.44,0.48,0.25,0.38
2019-06-13,0.18,1.16,0.42,0.25,0.35
2019-06-14,0.13,0.96,0.42,0.24,0.33
2019-06-15,0.13,0.87,0.42,0.21,0.32
2019-06-16,0.13,1.69,0.49,0.24,0.4
2019-06-17,0.13,1.14,0.45,0.32,0.43
2019-06-18,0.11,0.94,0.4,0.28,0.33
2019-06-19,0.11,0.86,0.4,0.18,0.28
2019-06-20,0.1,1.16,0.51,0.18,0.35
2019-06-21,0.12,1.18,0.53,0.29,0.53
2019-06-22,0.09,1.3,2.03,0.38,0.68
2019-06-23,0.1,2.06,1.94,0.59,1.04
2019-06-24,0.09,1.37,0.78,0.65,0.6
2019-06-25,0.09,1.15,0.6,0.39,0.44
2019-06-26,0.08,0.98,0.51,0.29,0.36
2019-06-27,0.08,0.87,0.45,0.23,0.33
2019-06-28,0.07,0.78,0.41,0.2,0.32
2019-06-29,0.07,0.74,0.4,0.18,0.32
2019-06-30,0.07,0.69,0.38,0.17,0.32
2019-07-01,0.07,0.66,0.43,0.18,0.31
2019-07-02,0.07,0.62,0.44,0.2,0.33
2019-07-03,0.07,0.57,0.41,0.2,0.42
2019-07-04,0.07,0.57,0.4,0.21,0.34
2019-07-05,0.07,0.54,0.36,0.15,0.32
2019-07-06,0.07,0.51,0.37,0.16,0.32
2019-07-07,0.08,0.49,0.43,0.16,0.3
2019-07-08,0.08,0.49,0.44,0.16,0.29
2019-07-09,0.07,0.49,0.38,0.14,0.34
2019-07-10,0.07,0.47,0.33,0.15,0.34
2019-07-11,0.07,0.48,0.37,0.15,0.31
2019-07-12,0.15,0.6,0.4,0.18,0.3
2019-07-13,0.17,0.72,0.44,0.26,0.37
2019-07-14,0.1,0.67,0.44,0.33,0.61
2019-07-15,0.09,0.85,0.38,0.41,0.66
2019-07-16,0.08,0.6,0.35,0.36,0.39
2019-07-17,0.07,0.55,0.34,0.23,0.3
2019-07-18,0.07,0.5,0.33,0.17,0.29
2019-07-19,0.07,0.48,0.32,0.17,0.31
2019-07-20,0.07,0.45,0.32,0.17,0.28
2019-07-21,0.07,0.49,0.33,0.16,0.29
2019-07-22,0.07,0.47,0.35,0.18,0.42
2019-07-23,0.06,0.43,0.31,0.25,0.34
2019-07-24,0.06,0.41,0.3,0.18,0.31
2019-07-25,0.06,0.4,0.29,0.16,0.28
2019-07-26,0.07,0.39,0.29,0.15,0.26
2019-07-27,0.14,0.62,0.29,0.15,0.26
2019-07-28,0.17,0.62,0.29,0.16,0.27
2019-07-29,0.08,0.63,0.33,0.27,0.29
2019-07-30,0.07,0.49,0.31,0.2,0.29
2019-07-31,0.06,0.44,0.32,0.21,0.3
2019-08-01,0.06,0.41,0.33,0.23,0.31
2019-08-02,0.06,0.39,0.31,0.13,0.33
2019-08-03,0.06,0.38,0.36,0.19,0.3
2019-08-04,0.06,0.38,0.32,0.18,0.3
2019-08-05,0.06,0.37,0.32,0.17,0.33
2019-08-06,0.07,0.36,0.3,0.19,0.3
2019-08-07,0.31,1.02,0.31,0.18,0.29
2019-08-08,0.16,1.07,0.34,0.16,0.29
2019-08-09,0.09,0.62,0.32,0.14,0.3
2019-08-10,0.32,0.95,0.35,0.19,0.3
2019-08-11,0.11,0.69,0.33,0.17,0.3
2019-08-12,0.09,0.96,0.39,0.21,0.35
2019-08-13,0.08,0.69,0.51,0.37,0.6
2019-08-14,0.07,0.6,0.42,0.39,0.4
2019-08-15,0.07,0.55,0.35,0.24,0.33
2019-08-16,0.07,0.57,0.33,0.22,0.33
2019-08-17,0.06,0.51,0.33,0.21,0.28
2019-08-18,0.08,0.48,0.34,0.17,0.25
2019-08-19,0.11,0.54,0.38,0.18,0.28
2019-08-20,0.07,0.56,0.42,0.23,0.38
2019-08-21,0.06,0.65,0.57,0.41,0.61
2019-08-22,0.06,0.53,0.41,0.45,0.41
2019-08-23,0.06,0.47,0.36,0.31,0.26
2019-08-24,0.06,0.43,0.34,0.22,0.24
2019-08-25,0.05,0.42,0.34,0.19,0.23
2019-08-26,0.05,0.4,0.34,0.19,0.32
2019-08-27,0.05,0.39,0.43,0.23,0.27
2019-08-28,0.05,0.38,0.36,0.2,0.25
2019-08-29,0.07,0.5,0.34,0.18,0.23
2019-08-30,0.05,0.59,0.34,0.17,0.23
2019-08-31,0.05,0.42,0.34,0.15,0.23
2019-09-01,0.07,0.37,0.32,0.15,0.25
2019-09-02,0.06,0.35,0.33,0.17,0.21
2019-09-03,0.06,0.34,0.33,0.16,0.21
2019-09-04,0.05,0.33,0.33,0.15,0.21
2019-09-05,0.05,0.33,0.32,0.15,0.21
2019-09-06,0.05,0.33,0.35,0.15,0.21
2019-09-07,0.06,0.32,0.4,0.22,0.25
2019-09-08,0.16,0.33,0.49,0.28,0.32
2019-09-09,0.09,0.45,0.65,0.41,0.51
2019-09-10,0.06,0.4,0.48,0.46,0.31
2019-09-11,0.06,0.35,0.4,0.28,0.25
2019-09-12,0.06,0.33,0.38,0.22,0.23
2019-09-13,0.06,0.32,0.36,0.22,0.21
2019-09-14,0.06,0.32,0.36,0.19,0.19
2019-09-15,0.06,0.31,0.34,0.16,0.17
2019-09-16,0.05,0.31,0.35,0.16,0.18
2019-09-17,0.06,0.3,0.35,0.17,0.19
2019-09-18,0.05,0.3,0.32,0.15,0.18
2019-09-19,0.06,0.29,0.33,0.15,0.18
2019-09-20,0.05,0.29,0.37,0.16,0.18
2019-09-21,0.05,0.28,0.28,0.14,0.18
2019-09-22,0.05,0.28,0.31,0.15,0.18
2019-09-23,0.09,0.51,0.34,0.17,0.19
2019-09-24,0.1,0.45,0.36,0.24,0.26
2019-09-25,0.08,0.48,0.35,0.22,0.22
2019-09-26,0.1,0.53,0.36,0.21,0.25
2019-09-27,0.12,0.47,0.35,0.24,0.24
2019-09-28,0.16,0.61,0.37,0.23,0.22
2019-09-29,0.09,0.5,0.36,0.2,0.27
2019-09-30,0.16,0.62,0.33,0.2,0.23
2019-10-01,0.14,0.52,0.35,0.17,0.23
2019-10-02,0.35,0.67,0.37,0.2,0.24
2019-10-03,0.15,0.91,0.38,0.19,0.29
2019-10-04,0.11,0.62,0.36,0.23,0.33
2019-10-05,0.12,1.07,0.36,0.27,0.29
2019-10-06,0.14,1.08,0.38,0.27,0.39
2019-10-07,0.36,1.99,0.55,0.31,0.45
2019-10-08,0.18,1.16,0.53,0.34,0.45
2019-10-09,0.29,1.98,0.48,0.38,0.37
2019-10-10,0.5,2.22,0.56,0.38,0.59
2019-10-11,0.29,1.78,0.48,0.45,0.42
2019-10-12,0.2,1.34,0.43,0.31,0.35
2019-10-13,0.16,1.1,0.41,0.26,0.3
2019-10-14,0.14,0.91,0.38,0.22,0.25
2019-10-15,0.12,0.82,0.37,0.2,0.27
2019-10-16,0.16,0.97,0.42,0.23,0.28
2019-10-17,0.14,0.78,0.34,0.22,0.3
2019-10-18,0.2,0.8,0.36,0.24,0.32
2019-10-19,0.16,1.46,0.36,0.22,0.26
2019-10-20,0.22,2.27,0.35,0.2,0.31
2019-10-21,0.3,1.52,0.35,0.23,0.29
2019-10-22,0.22,1.35,0.39,0.19,0.34
2019-10-23,0.17,1.16,0.38,0.23,0.35
2019-10-24,0.16,1.03,0.31,0.21,0.34
2019-10-25,0.15,0.9,0.37,0.21,0.34
2019-10-26,0.13,0.82,0.36,0.22,0.36
2019-10-27,0.14,0.76,0.35,0.22,0.32
2019-10-28,0.13,0.77,0.36,0.23,0.39
2019-10-29,0.12,0.81,0.37,0.23,0.41
2019-10-30,0.1,0.86,0.37,0.24,0.39
2019-10-31,0.1,0.89,0.36,0.22,0.38
2019-11-01,0.1,0.82,0.35,0.21,0.34
2019-11-02,0.19,1.24,0.38,0.24,0.37
2019-11-03,0.26,1.71,0.41,0.25,0.47
2019-11-04,0.29,2.05,0.38,0.3,0.34
2019-11-05,0.57,1.96,0.43,0.33,0.46
2019-11-06,0.39,1.71,0.4,0.36,0.43
2019-11-07,0.31,1.57,0.38,0.29,0.45
2019-11-08,0.29,1.62,0.37,0.28,0.35
2019-11-09,0.26,2.19,0.39,0.25,0.35
2019-11-10,0.24,1.92,0.35,0.24,0.37
2019-11-11,0.2,1.66,0.36,0.23,0.36
2019-11-12,0.21,1.57,0.36,0.24,0.37
2019-11-13,0.21,1.43,0.41,0.32,0.51
2019-11-14,0.18,1.29,0.4,0.34,0.58
2019-11-15,0.17,1.2,0.39,0.34,0.47
2019-11-16,0.18,1.11,0.38,0.27,0.43
2019-11-17,0.17,1.05,0.38,0.25,0.44
2019-11-18,0.34,1.07,0.37,0.25,0.48
2019-11-19,0.38,1.04,0.38,0.25,0.44
2019-11-20,0.33,0.96,0.39,0.23,0.39
2019-11-21,0.29,0.9,0.41,0.22,0.47
2019-11-22,0.27,0.86,0.38,0.25,0.5
2019-11-23,0.25,0.83,0.37,0.26,0.44
2019-11-24,0.22,0.8,0.38,0.24,0.48
2019-11-25,0.2,0.77,0.37,0.24,0.42
2019-11-26,0.21,0.72,0.36,0.22,0.43
2019-11-27,0.23,0.71,0.37,0.23,0.44
2019-11-28,0.33,0.77,0.37,0.23,0.45
2019-11-29,0.4,2.27,0.39,0.25,0.46
2019-11-30,0.43,2.46,0.4,0.27,0.55
2019-12-01,0.35,1.93,0.36,0.28,0.57
2019-12-02,0.29,1.67,0.38,0.27,0.47
2019-12-03,0.26,1.44,0.38,0.24,0.5
2019-12-04,0.24,1.31,0.37,0.25,0.52
2019-12-05,0.22,1.2,0.37,0.25,0.51
2019-12-06,0.2,1.12,0.36,0.24,0.51
2019-12-07,0.26,1.16,0.38,0.26,0.51
2019-12-08,0.28,1.14,0.39,0.25,0.52
2019-12-09,0.3,1.68,0.39,0.26,0.53
2019-12-10,0.35,3.38,0.39,0.26,0.58
2019-12-11,0.32,2.59,0.38,0.28,0.59
2019-12-12,0.51,2.63,0.39,0.26,0.52
2019-12-13,0.6,2.92,0.43,0.23,0.55
2019-12-14,1.15,4.95,0.43,0.25,0.63
2019-12-15,1.6,5.87,0.43,0.37,0.68
2019-12-16,1.56,5.91,0.43,0.35,0.7
2019-12-17,0.93,4.53,0.43,0.33,0.66
2019-12-18,0.68,3.87,0.4,0.29,0.53
2019-12-19,0.55,3.24,0.42,0.26,0.57
2019-12-20,0.79,3.02,0.4,0.27,0.57
2019-12-21,1.95,3.12,0.48,0.3,0.62
2019-12-22,1.15,3.15,0.48,0.37,0.72
2019-12-23,0.91,4.78,0.49,0.38,0.67
2019-12-24,0.71,5.71,0.5,0.36,0.71
2019-12-25,0.99,7.32,0.97,0.48,0.98
2019-12-26,0.86,6.6,1.38,0.67,1.21
2019-12-27,0.69,5.7,0.91,0.71,0.71
2019-12-28,0.56,4.59,0.82,0.6,0.57
2019-12-29,0.49,3.85,0.7,0.44,0.49
2019-12-30,0.44,3.35,0.61,0.39,0.42
2019-12-31,0.4,2.95,0.57,0.34,0.39
2020-01-01,0.44,2.63,0.53,,
2020-01-02,0.42,2.35,0.49,,
2020-01-03,0.41,2.14,0.49,,
2020-01-04,0.43,2.4,0.48,,
2020-01-05,0.39,2.04,0.49,,
2020-01-06,0.37,1.82,0.47,,
2020-01-07,0.36,1.72,0.49,,
2020-01-08,0.36,1.59,0.49,,
2020-01-09,0.37,1.51,0.48,,
2020-01-10,0.39,1.56,0.48,,
2020-01-11,0.38,1.63,0.48,,
2020-01-12,0.36,1.44,0.47,,
2020-01-13,0.35,1.36,0.47,,
2020-01-14,0.37,1.32,0.48,,
2020-01-15,0.36,1.25,0.48,,
2020-01-16,0.34,1.18,0.47,,
2020-01-17,0.32,1.16,0.46,,
2020-01-18,0.33,1.28,0.49,,
2020-01-19,0.31,1.17,0.5,,
2020-01-20,0.29,1.08,0.5,,
2020-01-21,0.29,1.02,0.49,,
2020-01-22,0.28,0.97,0.49,,
2020-01-23,0.27,0.94,0.47,,
2020-01-24,0.28,0.91,0.48,,
2020-01-25,0.28,0.9,0.46,,
2020-01-26,0.28,0.87,0.46,,
2020-01-27,0.28,0.87,0.45,,
2020-01-28,0.65,1.36,0.46,,
2020-01-29,0.81,1.5,0.48,,
2020-01-30,0.59,1.46,0.48,,
2020-01-31,0.53,2.08,0.49,,
2020-02-01,0.54,2.02,0.49,,
2020-02-02,2.34,4.29,0.78,,
2020-02-03,1.98,27.8,3.29,,
2020-02-04,7.13,20.13,6.58,,
2020-02-05,2.81,12.46,2.75,,
2020-02-06,1.59,8.38,1.33,,
2020-02-07,1.16,6.07,1.0,,
2020-02-08,0.94,4.78,0.85,,
2020-02-09,0.84,4.01,0.74,,
2020-02-10,2.36,5.14,0.94,,
2020-02-11,3.06,5.86,1.4,,
2020-02-12,2.04,5.1,1.45,,
2020-02-13,1.81,4.77,1.07,,
2020-02-14,2.26,5.61,0.94,,
2020-02-15,1.52,4.69,0.86,,
2020-02-16,1.24,4.16,0.86,,
2020-02-17,1.05,4.79,0.81,,
2020-02-18,0.91,5.36,0.74,,
2020-02-19,0.87,4.85,0.7,,
2020-02-20,0.77,4.34,0.66,,
2020-02-21,0.7,4.02,0.65,,
2020-02-22,0.62,3.46,0.59,,
2020-02-23,0.59,3.72,0.62,,
2020-02-24,0.72,3.55,0.78,,
2020-02-25,0.85,3.42,0.75,,
2020-02-26,1.24,4.03,0.71,,
2020-02-27,1.19,3.9,0.65,,
2020-02-28,1.63,4.34,0.72,,
2020-02-29,2.14,4.39,0.7,,
2020-03-01,2.59,5.55,0.74,,
2020-03-02,2.22,4.79,0.74,,
2020-03-03,2.52,5.69,0.76,,
2020-03-04,1.79,4.72,0.8,,
2020-03-05,1.76,5.35,0.8,,
2020-03-06,3.45,8.09,0.86,,
2020-03-07,2.37,9.21,0.74,,
2020-03-08,1.65,7.18,0.64,,
2020-03-09,1.37,6.44,0.67,,
2020-03-10,1.37,6.33,0.77,,
2020-03-11,1.54,7.0,1.4,,
2020-03-12,1.3,6.1,1.08,,
2020-03-13,1.09,5.53,0.94,,
2020-03-14,0.96,4.53,0.81,,
2020-03-15,0.88,3.93,0.72,,
2020-03-16,0.81,3.48,0.67,,
2020-03-17,0.74,3.03,0.62,,
2020-03-18,0.7,2.74,0.57,,
2020-03-19,0.67,2.46,0.56,,
2020-03-20,0.65,2.23,0.56,,
2020-03-21,0.7,2.11,0.55,,
2020-03-22,0.79,2.0,0.62,,
2020-03-23,0.6,1.79,0.56,,
2020-03-24,0.49,1.63,0.53,,
2020-03-25,0.48,1.53,0.5,,
2020-03-26,0.47,1.46,0.5,,
2020-03-27,0.46,1.39,0.5,,
2020-03-28,0.44,1.31,0.49,,
2020-03-29,0.42,1.27,0.47,,
2020-03-30,0.43,1.27,0.46,,
2020-03-31,0.43,1.16,0.45,,
2020-04-01,0.43,1.1,0.44,,
2020-04-02,0.43,1.06,0.45,,
2020-04-03,0.43,1.0,0.44,,
2020-04-04,0.41,0.96,0.44,,
2020-04-05,0.4,0.9,0.43,,
2020-04-06,0.4,0.87,0.42,,
2020-04-07,0.4,0.84,0.43,,
2020-04-08,0.39,0.79,0.43,,
2020-04-09,0.38,0.74,0.42,,
2020-04-10,0.37,0.69,0.41,,
2020-04-11,0.36,0.71,0.41,,
2020-04-12,0.36,0.71,0.4,,
2020-04-13,0.36,0.69,0.4,,
2020-04-14,0.36,0.67,0.39,,
2020-04-15,0.35,0.65,0.39,,
2020-04-16,0.35,0.64,0.4,,
2020-04-17,0.35,0.63,0.4,,
2020-04-18,0.34,0.61,0.4,,
2020-04-19,0.33,0.59,0.41,,
2020-04-20,0.31,0.53,0.38,,
2020-04-21,0.3,0.56,0.36,,
2020-04-22,0.29,0.55,0.36,,
2020-04-23,0.29,0.54,0.35,,
2020-04-24,0.28,0.54,0.36,,
2020-04-25,0.28,0.54,0.35,,
2020-04-26,0.28,0.52,0.36,,
2020-04-27,0.28,0.49,0.37,,
2020-04-28,0.28,0.53,0.38,,
2020-04-29,0.29,0.58,0.72,,
2020-04-30,0.37,0.6,0.55,,
2020-05-01,0.49,0.59,0.51,,
2020-05-02,0.44,0.61,0.48,,
2020-05-03,0.3,0.62,0.45,,
2020-05-04,0.29,0.56,0.42,,
2020-05-05,0.28,0.53,0.45,,
2020-05-06,0.25,0.51,0.44,,
2020-05-07,0.24,0.49,0.38,,
2020-05-08,0.24,0.48,0.38,,
2020-05-09,0.24,0.48,0.39,,
2020-05-10,0.25,0.48,0.39,,
2020-05-11,0.56,0.55,0.41,,
2020-05-12,0.55,0.68,0.44,,
2020-05-13,0.33,0.52,0.43,,
2020-05-14,0.26,0.77,0.45,,
2020-05-15,0.23,0.57,0.52,,
2020-05-16,0.22,0.5,0.63,,
2020-05-17,0.21,0.46,0.46,,
2020-05-18,0.2,0.43,0.43,,
2020-05-19,0.2,0.42,0.41,,
2020-05-20,0.2,0.41,0.41,,
2020-05-21,0.19,0.4,0.39,,
2020-05-22,0.19,0.4,0.38,,
2020-05-23,0.19,0.6,0.38,,
2020-05-24,0.2,0.6,0.39,,
2020-05-25,0.18,0.46,0.38,,
2020-05-26,0.16,0.43,0.38,,
2020-05-27,0.13,0.4,0.38,,
2020-05-28,0.13,0.4,0.37,,
2020-05-29,0.12,0.37,0.38,,
